id_g,name,id_n,type,capacity_mva,max_capacity_mw,max_capacity_mvar,min_stable_level_mw,min_stable_level_mvar,fuel_cost,start_up_cost_aud,shut_down_cost_aud,t_up_h,t_dn_h,r_up_mw,r_dn_mw,x_g,losses,inertia_s,zone,v_nominal_kv
138,UJINA_U5_HFO,56,Diesel,6.7,6.7,6.7,2,-6.7,153.43018717875,8102.233445,915.0728415,0,0,4.7,4.7,0.3020000010728836,0.03,5.500001907348633,NG,15
139,UJINA_U6_HFO,56,Diesel,6.7,6.7,6.7,2,-6.7,128.4465122493095,8102.233445,915.0728415,0,0,4.7,4.7,0.2929999977350235,0.03,5.5,NG,15
140,VALDIVIA_BL1_PINO,50,Biomass,107.9999971389772,14,107.9999971389772,0,-107.9999971389772,0,0,0,0,0,14,14,0.2800000011920929,0.03,2.000000238418579,S,0.4000000059604645
141,VALDIVIA_BL2_PINO,50,Biomass,2,11,2,0,-2,0,0,0,0,0,11,11,0.2806500047445297,0.03,1.389999985694885,S,0.4000000059604645
142,VALDIVIA_BL3_PINO,50,Biomass,111.625,17,111.625,0,-111.625,21.40530421304014,0,0,0,0,17,17,0.2929999977350235,0.03,7.500001430511475,S,10.5
143,VALDIVIA_BL4_PINO,50,Diesel,19,19,19,0,-19,232.868153994,0,0,0,0,19,19,0.4249999970197678,0.03,0.4900000095367432,S,6.300000190734863
144,VINALES_BL1,61,Biomass,165,22,165,0,-165,0,0,0,0,0,22,22,0.31450000405311584,0.03,6.199999809265137,S,15
145,YUNGAY_U1_GN_A,37,OCGT,21.05299949645996,52.4,21.05299949645996,0,-21.05299949645996,155.8226067808762,343,0,0,0,52.4,52.4,0.2375000044703484,0.03,1.999999761581421,S,11.5
146,YUNGAY_U2_GN_A,37,OCGT,120.90000064373011,52.1,120.90000064373011,0,-120.90000064373011,155.8226067808762,343,0,0,0,52.1,52.1,0.29200001060962677,0.03,2,S,0.4000000059604645
147,YUNGAY_U3_GN_A,37,OCGT,2.25,53.5,2.25,5.35,-2.25,155.8226067808762,343,0,0,0,48.15,48.15,0.27025000751018524,0.03,1.389999985694885,S,0.4000000059604645
148,YUNGAY_U4_DIE,37,Diesel,41.2,41.2,41.2,0,-41.2,335.8912179847375,1032.578235,756.5649713,0,0,41.2,41.2,0.274499997496605,0.03,4.949999809265137,S,14.5
149,ZOFRI_1,152,Diesel,2,2,2,0,-2,255.061994222,0,0,0,0,2,2,0.22550000250339508,0.03,1.600000023841858,NG,0.4000000059604645
150,ZOFRI_13,152,Diesel,1.5382,1.5382,1.5382,1,-1.5382,250.314662147,0,0,0,0,0.5382,0.5382,0.22550000250339508,0.03,1.600000023841858,NG,0.4000000059604645
151,ZOFRI_2-5,152,Diesel,4.875,4.875,4.875,1.03,-4.875,250.439168864,0,0,0,0,3.8449999999999998,3.8449999999999998,0.2760000079870224,0.03,0.02999999932944775,NG,3.299999952316284
152,ZOFRI_6,152,Diesel,0.4388,0.4388,0.4388,0.2,-0.4388,226.367821246,0,0,0,0,0.2388,0.2388,0.22550000250339508,0.03,1.600000023841858,NG,0.4000000059604645
153,ZOFRI_7-12,152,Diesel,4.8311,4.8311,4.8311,1,-4.8311,243.6395534096,0,0,0,0,3.8311,3.8311,0.30250000953674316,0.03,2.849999904632568,NG,11
